Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
1349,US-2012-119991,9/19/12,9/25/12,Standard Class,PA-19060,Pete Armstrong,Home Office,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-LA-10002401,28.44,6,0.4,3.72,2.43,Medium
1350,US-2013-139724,8/2/13,8/6/13,Standard Class,LS-17245,Lynn Smith,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-BO-10002383,235.116,3,0.4,-27.444,34.05,High
1357,MX-2014-153899,8/20/14,8/27/14,Standard Class,CM-12190,Charlotte Melton,Consumer,Rosario,Santa Fe,Argentina,,LATAM,South,OFF-EN-10004410,81.9,5,0.4,0,7.47,Low
1572,US-2012-102484,10/23/12,10/29/12,Standard Class,RM-19750,Roland Murray,Consumer,Santa Fe,Santa Fe,Argentina,,LATAM,South,OFF-ST-10003409,161.532,3,0.4,-29.628,11.37,Medium
1651,US-2013-103226,2/13/13,2/17/13,Standard Class,LH-16900,Lena Hernandez,Consumer,Salta,Salta,Argentina,,LATAM,South,OFF-EN-10003577,86.604,7,0.4,-46.256,10.24,High
1737,US-2014-161403,6/13/14,6/15/14,Second Class,JF-15295,Jason Fortune-,Consumer,Quilmes,Provincia de Buenos Aires,Argentina,,LATAM,South,TEC-CO-10001893,144.1778,1,0.402,-12.5422,1.54,High
1838,MX-2011-132066,7/7/11,7/13/11,Standard Class,CM-12160,Charles McCrossin,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,TEC-AC-10001311,163.38,5,0.4,16.28,7.18,Medium
1839,MX-2011-132066,7/7/11,7/13/11,Standard Class,CM-12160,Charles McCrossin,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,TEC-CO-10002759,194.01512,2,0.402,-123.94488,13.92,Medium
1876,US-2014-166394,8/13/14,8/20/14,Standard Class,SB-20290,Sean Braxton,Corporate,San Juan,San Juan,Argentina,,LATAM,South,OFF-LA-10002469,27.504,6,0.4,-5.136,2.64,Low
1906,US-2012-151428,9/15/12,9/20/12,Standard Class,HF-14995,Herbert Flentye,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-PA-10003573,31.248,4,0.4,-6.272,3.47,High
1907,US-2012-151428,9/15/12,9/20/12,Standard Class,HF-14995,Herbert Flentye,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-EN-10002226,11.712,4,0.4,-6.448,1.75,High
2026,US-2013-125948,6/10/13,6/15/13,Standard Class,VG-21790,Vivek Gonzalez,Consumer,San Luis,San Luis,Argentina,,LATAM,South,FUR-CH-10002780,1682.748,9,0.4,-813.492,219.84,High
2036,US-2013-154977,9/24/13,9/29/13,Second Class,HP-14815,Harold Pawlan,Home Office,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-CH-10000953,213.228,3,0.4,-120.852,21.32,Medium
2037,US-2013-154977,9/24/13,9/29/13,Second Class,HP-14815,Harold Pawlan,Home Office,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-AR-10004772,48.312,6,0.4,-16.128,3.69,Medium
2038,US-2013-154977,9/24/13,9/29/13,Second Class,HP-14815,Harold Pawlan,Home Office,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-AP-10001617,316.32,8,0.4,-68.64,28.19,Medium
2058,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-EN-10003939,56.304,3,0.4,-9.396,4,Medium
2059,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-ST-10000836,43.368,2,0.4,-22.432,2.56,Medium
2060,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-BI-10004654,6.09,1,0.7,-8.95,0.24,Medium
2061,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-FA-10003961,22.464,4,0.4,-0.416,1.35,Medium
2062,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-FA-10000131,37.62,5,0.4,-18.28,2.33,Medium
2063,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-LA-10000845,3.336,2,0.4,0.256,0.24,Medium
2064,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,FUR-CH-10003706,111.312,4,0.4,-42.688,5.61,Medium
2065,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-FA-10002491,26.448,4,0.4,-1.792,1.94,Medium
2066,US-2012-139675,10/27/12,11/3/12,Standard Class,EC-14050,Erin Creighton,Consumer,Mar del Plata,Provincia de Buenos Aires,Argentina,,LATAM,South,TEC-AC-10001172,158.868,9,0.4,26.388,6.78,Medium
2098,MX-2013-150889,9/27/13,10/4/13,Standard Class,DL-13330,Denise Leinenbach,Consumer,Avellaneda,Santa Fe,Argentina,,LATAM,South,FUR-CH-10001374,63.84,2,0.4,5.32,4.06,Medium
2169,US-2012-135034,9/4/12,9/9/12,Standard Class,TN-21040,Tanja Norvell,Home Office,Avellaneda,Santa Fe,Argentina,,LATAM,South,OFF-AR-10004772,24.156,3,0.4,-8.064,2.62,Medium
2170,US-2012-135034,9/4/12,9/9/12,Standard Class,TN-21040,Tanja Norvell,Home Office,Avellaneda,Santa Fe,Argentina,,LATAM,South,TEC-PH-10002493,218.4,4,0.4,-65.52,15.65,Medium
2183,US-2011-149209,6/27/11,6/27/11,Same Day,JD-16060,Julia Dunbar,Consumer,San Juan,San Juan,Argentina,,LATAM,South,FUR-BO-10001585,136.272,2,0.4,-27.288,4.36,Medium
2184,US-2011-149209,6/27/11,6/27/11,Same Day,JD-16060,Julia Dunbar,Consumer,San Juan,San Juan,Argentina,,LATAM,South,FUR-CH-10004993,322.44,5,0.4,-69.96,37.84,Medium
2194,US-2014-133760,11/22/14,11/24/14,Second Class,CA-11965,Carol Adams,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-AR-10000493,11.58,1,0.4,-4.06,0.84,High
2244,US-2014-124387,11/29/14,12/3/14,Second Class,AB-10105,Adrian Barton,Consumer,La Rioja,La Rioja,Argentina,,LATAM,South,FUR-CH-10000953,355.38,5,0.4,-201.42,12.13,High
2251,US-2013-149804,4/19/13,4/22/13,Second Class,MS-17980,Michael Stewart,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-SU-10003739,38.64,4,0.4,-18.72,6.01,Medium
2252,US-2013-149804,4/19/13,4/22/13,Second Class,MS-17980,Michael Stewart,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-CH-10004669,915.9,5,0.4,-15.3,73.36,Medium
2253,US-2013-149804,4/19/13,4/22/13,Second Class,MS-17980,Michael Stewart,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-LA-10004034,10.176,2,0.4,-2.744,1.07,Medium
2254,US-2013-149804,4/19/13,4/22/13,Second Class,MS-17980,Michael Stewart,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-ST-10004660,15.768,2,0.4,-8.432,1.2,Medium
2255,US-2013-149804,4/19/13,4/22/13,Second Class,MS-17980,Michael Stewart,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-EN-10000383,24.384,4,0.4,1.584,1.58,Medium
2256,US-2013-149804,4/19/13,4/22/13,Second Class,MS-17980,Michael Stewart,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-CH-10004899,384.72,7,0.4,6.3,42.83,Medium
2257,US-2013-149804,4/19/13,4/22/13,Second Class,MS-17980,Michael Stewart,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-PA-10002563,25.056,4,0.4,-16.304,1.2,Medium
2315,US-2012-163370,1/12/12,1/16/12,Second Class,DJ-13420,Denny Joy,Corporate,Resistencia,Chaco,Argentina,,LATAM,South,OFF-AR-10000481,52.86,5,0.4,-0.94,7.75,High
2316,US-2012-163370,1/12/12,1/16/12,Second Class,DJ-13420,Denny Joy,Corporate,Resistencia,Chaco,Argentina,,LATAM,South,OFF-BI-10002075,3.618,3,0.7,-4.962,0.46,High
2317,US-2012-163370,1/12/12,1/16/12,Second Class,DJ-13420,Denny Joy,Corporate,Resistencia,Chaco,Argentina,,LATAM,South,OFF-FA-10003885,45.528,7,0.4,-9.212,1.74,High
2318,US-2012-163370,1/12/12,1/16/12,Second Class,DJ-13420,Denny Joy,Corporate,Resistencia,Chaco,Argentina,,LATAM,South,OFF-EN-10003071,13.68,3,0.4,-6.18,0.85,High
2319,US-2012-163370,1/12/12,1/16/12,Second Class,DJ-13420,Denny Joy,Corporate,Resistencia,Chaco,Argentina,,LATAM,South,FUR-BO-10003438,148.104,3,0.4,-46.956,9.82,High
2320,US-2012-163370,1/12/12,1/16/12,Second Class,DJ-13420,Denny Joy,Corporate,Resistencia,Chaco,Argentina,,LATAM,South,OFF-LA-10002258,8.136,3,0.4,-2.064,1.14,High
2340,US-2013-109330,11/26/13,11/28/13,Second Class,FC-14335,Fred Chung,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-BI-10000490,2.838,1,0.7,-4.742,0.2,High
2341,US-2013-109330,11/26/13,11/28/13,Second Class,FC-14335,Fred Chung,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,TEC-PH-10000347,221.712,4,0.4,-66.528,29.63,High
2405,MX-2014-166513,9/25/14,9/27/14,Second Class,DK-12985,Darren Koutras,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,TEC-CO-10001742,473.616,5,0.402,61.716,62.37,High
2411,MX-2013-109771,3/28/13,4/4/13,Standard Class,LC-17140,Logan Currie,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-CH-10003982,292.176,4,0.4,9.696,18.83,Medium
2412,MX-2013-109771,3/28/13,4/4/13,Standard Class,LC-17140,Logan Currie,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-PA-10001576,48.48,8,0.4,-24.32,4.15,Medium
2413,MX-2013-109771,3/28/13,4/4/13,Standard Class,LC-17140,Logan Currie,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,TEC-AC-10003081,68.112,6,0.4,-38.688,2.61,Medium
2414,MX-2013-109771,3/28/13,4/4/13,Standard Class,LC-17140,Logan Currie,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-BI-10003975,3.048,2,0.7,-3.072,0.3,Medium
2415,MX-2013-109771,3/28/13,4/4/13,Standard Class,LC-17140,Logan Currie,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-EN-10001832,10.8,3,0.4,0.9,0.83,Medium
2416,MX-2013-109771,3/28/13,4/4/13,Standard Class,LC-17140,Logan Currie,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-BO-10003287,97.656,2,0.4,-37.464,5.62,Medium
2443,US-2013-131296,8/8/13,8/8/13,Same Day,CV-12295,Christina VanderZanden,Consumer,Quilmes,Provincia de Buenos Aires,Argentina,,LATAM,South,TEC-CO-10003160,604.07568,4,0.402,-335.44432,55.59,Critical
2467,US-2013-151246,11/22/13,11/26/13,Standard Class,BW-11110,Bart Watters,Corporate,San Nicolás de los Arroyos,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-SU-10002169,21.864,2,0.4,-1.096,1.79,Medium
2468,US-2013-151246,11/22/13,11/26/13,Standard Class,BW-11110,Bart Watters,Corporate,San Nicolás de los Arroyos,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-ST-10003729,20.376,3,0.4,-7.824,1.68,Medium
2469,US-2013-151246,11/22/13,11/26/13,Standard Class,BW-11110,Bart Watters,Corporate,San Nicolás de los Arroyos,Provincia de Buenos Aires,Argentina,,LATAM,South,OFF-PA-10001385,21.204,3,0.4,-4.956,0.89,Medium
2492,MX-2014-169887,11/25/14,11/30/14,Standard Class,AC-10615,Ann Chong,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-FU-10004427,9.36,1,0.4,0.46,0.63,High
2493,MX-2014-169887,11/25/14,11/30/14,Standard Class,AC-10615,Ann Chong,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-BO-10001969,268.848,4,0.4,-174.752,34.72,High
2500,US-2011-146927,9/26/11,9/30/11,Standard Class,NS-18640,Noel Staavos,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-AP-10000200,422.352,2,0.4,-211.208,18.11,Medium
2526,US-2013-135965,9/5/13,9/11/13,Standard Class,RH-19510,Rick Huthwaite,Home Office,Tartagal,Salta,Argentina,,LATAM,South,OFF-BI-10003870,6.714,3,0.7,-14.586,0.32,Medium
2568,US-2013-128909,8/26/13,8/28/13,First Class,LW-16990,Lindsay Williams,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,TEC-AC-10002458,35.136,3,0.4,-15.264,5.05,High
2584,US-2014-104738,11/4/14,11/11/14,Standard Class,DK-12835,Damala Kotsonis,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-TA-10001090,464.67,5,0.7,-836.43,27.56,Medium
2585,US-2014-104738,11/4/14,11/11/14,Standard Class,DK-12835,Damala Kotsonis,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,TEC-PH-10004074,508.92,2,0.4,-305.36,40.77,Medium
2586,US-2014-104738,11/4/14,11/11/14,Standard Class,DK-12835,Damala Kotsonis,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-CH-10001374,127.68,4,0.4,10.64,6.48,Medium
2587,US-2014-153381,12/25/14,12/31/14,Standard Class,BF-11275,Beth Fritzler,Corporate,Rosario,Santa Fe,Argentina,,LATAM,South,OFF-AR-10001659,52.74,5,0.4,-12.36,2.25,Medium
2688,US-2011-153521,4/12/11,4/16/11,Standard Class,JF-15295,Jason Fortune-,Consumer,Córdoba,Córdoba,Argentina,,LATAM,South,TEC-AC-10002712,32.508,1,0.4,-16.272,2.28,Medium
2704,US-2012-130274,7/17/12,7/20/12,First Class,GM-14695,Greg Maxwell,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-SU-10003739,38.64,4,0.4,-18.72,7.13,High
2705,US-2012-130274,7/17/12,7/20/12,First Class,GM-14695,Greg Maxwell,Corporate,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,FUR-BO-10001946,199.368,3,0.4,-129.612,42.39,High
2749,US-2013-166646,11/22/13,11/24/13,Second Class,AS-10225,Alan Schoenberger,Corporate,Presidencia Roque Sáenz Peña,Chaco,Argentina,,LATAM,South,FUR-CH-10004736,19.38,1,0.4,-7.44,1.97,High
2750,US-2013-166646,11/22/13,11/24/13,Second Class,AS-10225,Alan Schoenberger,Corporate,Presidencia Roque Sáenz Peña,Chaco,Argentina,,LATAM,South,OFF-ST-10002233,174.636,9,0.4,-8.784,12.42,High
2751,US-2013-166646,11/22/13,11/24/13,Second Class,AS-10225,Alan Schoenberger,Corporate,Presidencia Roque Sáenz Peña,Chaco,Argentina,,LATAM,South,OFF-BI-10002483,3.84,4,0.7,-6.08,0.67,High
2752,US-2013-166646,11/22/13,11/24/13,Second Class,AS-10225,Alan Schoenberger,Corporate,Presidencia Roque Sáenz Peña,Chaco,Argentina,,LATAM,South,OFF-ST-10002598,44.112,2,0.4,-13.248,6.83,High
2753,US-2013-166646,11/22/13,11/24/13,Second Class,AS-10225,Alan Schoenberger,Corporate,Presidencia Roque Sáenz Peña,Chaco,Argentina,,LATAM,South,OFF-PA-10003034,25.344,3,0.4,-15.216,2.33,High
